GIDTR,State,State_name,County,County_name,Tract,Tot_Housing_Units_CEN_2010,Tot_Housing_Units_ACS_12_16,Tot_Housing_Units_ACSMOE_12_16,Tot_Occp_Units_CEN_2010,Tot_Occp_Units_ACS_12_16,Tot_Occp_Units_ACSMOE_12_16,Tot_Vacant_Units_CEN_2010,Tot_Vacant_Units_ACS_12_16,Tot_Vacant_Units_ACSMOE_12_16,Renter_Occp_HU_CEN_2010,Renter_Occp_HU_ACS_12_16,Renter_Occp_HU_ACSMOE_12_16,Owner_Occp_HU_CEN_2010,Owner_Occp_HU_ACS_12_16,Owner_Occp_HU_ACSMOE_12_16,Single_Unit_ACS_12_16,Single_Unit_ACSMOE_12_16,MLT_U2_9_STRC_ACS_12_16,MLT_U2_9_STRC_ACSMOE_12_16,MLT_U10p_ACS_12_16,MLT_U10p_ACSMOE_12_16,Mobile_Homes_ACS_12_16,Mobile_Homes_ACSMOE_12_16,Crowd_Occp_U_ACS_12_16,Crowd_Occp_U_ACSMOE_12_16,Occp_U_NO_PH_SRVC_ACS_12_16,Occp_U_NO_PH_SRVC_ACSMOE_12_16,No_Plumb_ACS_12_16,No_Plumb_ACSMOE_12_16,Recent_Built_HU_ACS_12_16,Recent_Built_HU_ACSMOE_12_16,Med_House_Value_ACS_12_16,Med_House_Value_ACSMOE_12_16,Aggr_House_Value_ACS_12_16,Aggr_House_Value_ACSMOE_12_16
09003417400,09,Connecticut,003,Hartford County,417400,1479,1452,47,1403,1333,82,76,119,76,764,689,90,639,644,76,564,85,155,67,733,99,0,12,43,39,29,33,0,12,0,12,166700,11326,117255400,18429649
09003417500,09,Connecticut,003,Hartford County,417500,1941,1952,67,1856,1895,104,85,57,65,488,590,135,1368,1305,115,1166,104,597,115,189,102,0,12,14,23,83,67,0,12,0,12,156500,12521,204577600,23250558
09003420400,09,Connecticut,003,Hartford County,420400,1236,1192,89,1069,1134,97,167,58,63,78,187,87,991,947,117,1092,99,81,64,19,25,0,12,0,12,9,18,0,12,0,12,229700,13328,215733500,30662789
09003420500,09,Connecticut,003,Hartford County,420500,2614,2671,99,2446,2348,166,168,323,170,1051,1012,211,1395,1336,192,1318,204,953,255,371,154,29,35,0,12,42,45,0,12,0,12,181900,14417,281708000,50506546
09003420600,09,Connecticut,003,Hartford County,420600,2733,2692,108,2622,2534,135,111,158,121,839,927,203,1783,1607,179,1675,194,720,187,268,137,29,33,42,70,50,65,0,17,0,17,190800,10957,342579000,67239223
09003420700,09,Connecticut,003,Hartford County,420700,1480,1499,60,1443,1439,82,37,60,55,183,179,59,1260,1260,82,1227,90,157,69,115,60,0,12,4,14,33,36,0,12,0,12,234000,19266,281599700,22172331
09003430100,09,Connecticut,003,Hartford County,430100,1817,1833,57,1726,1681,103,91,152,95,724,591,109,1002,1090,108,1044,132,581,129,208,82,0,12,7,18,39,35,32,50,0,12,233500,14501,248684000,26811316
09003430201,09,Connecticut,003,Hartford County,430201,1400,1395,76,1356,1373,83,44,22,33,242,338,98,1114,1035,88,958,96,159,55,180,87,98,39,5,15,27,23,0,12,0,12,231300,42911,240963000,25695495
09003430202,09,Connecticut,003,Hartford County,430202,1698,1712,64,1657,1702,66,41,10,15,36,13,15,1621,1689,68,1704,68,8,18,0,12,0,12,0,12,8,18,0,12,13,19,347900,14559,591365800,39907001
09003430203,09,Connecticut,003,Hartford County,430203,1921,1976,54,1837,1964,56,84,12,18,210,129,47,1627,1835,71,1649,111,282,72,45,29,0,12,18,22,10,20,0,12,0,12,231400,7459,455439000,40392400
09003430301,09,Connecticut,003,Hartford County,430301,1331,1368,43,1290,1275,67,41,93,56,81,80,48,1209,1195,70,1282,69,12,22,74,58,0,12,15,23,0,12,0,12,26,29,336000,20414,497255400,109748711
09003430302,09,Connecticut,003,Hartford County,430302,1070,1110,35,1043,1056,56,27,54,48,68,83,52,975,973,69,1085,50,25,31,0,12,0,12,25,31,19,24,0,12,0,12,243700,16062,290039100,70358020
09003430400,09,Connecticut,003,Hartford County,430400,2168,2194,54,2060,1894,152,108,300,152,516,475,138,1544,1419,163,1361,152,499,167,334,122,0,12,24,30,24,28,31,48,0,12,260200,32796,383064900,55212730
09003430500,09,Connecticut,003,Hartford County,430500,2404,2457,88,2344,2420,97,60,37,55,222,373,117,2122,2047,137,2122,151,208,114,127,98,0,17,0,17,16,30,0,17,0,17,267300,16239,576133100,43603510
09003430601,09,Connecticut,003,Hartford County,430601,2222,2192,124,2139,1975,139,83,217,124,541,444,137,1598,1531,129,1346,154,392,145,189,102,265,92,0,17,0,17,0,17,0,17,251800,40080,407640600,48988709
09003430602,09,Connecticut,003,Hartford County,430602,1416,1510,38,1362,1500,40,54,10,14,315,406,112,1047,1094,116,1171,122,328,108,11,21,0,12,8,18,0,12,0,12,0,12,266600,11297,286669000,30782743
09003460100,09,Connecticut,003,Hartford County,460100,1467,1388,38,1396,1303,58,71,85,54,277,242,57,1119,1061,74,1093,89,91,45,204,61,0,12,8,15,45,29,15,25,0,12,357500,11250,400518000,36508805
09003460202,09,Connecticut,003,Hartford County,460202,1788,1709,47,1693,1640,57,95,69,50,433,521,98,1260,1119,101,1248,123,319,102,133,79,9,14,0,12,24,30,0,12,0,12,391600,53616,540644900,90142171
09003460203,09,Connecticut,003,Hartford County,460203,1528,1482,44,1387,1290,95,141,192,99,574,566,110,813,724,75,839,118,369,99,274,94,0,12,41,51,60,48,21,34,0,12,601800,118181,432435900,58163989
09003460204,09,Connecticut,003,Hartford County,460204,2644,2609,66,2505,2547,96,139,62,79,459,547,132,2046,2000,150,1982,214,398,147,229,94,0,17,0,17,54,42,0,17,0,17,285100,31912,643365100,61086538
09003460301,09,Connecticut,003,Hartford County,460301,2010,1928,53,1943,1876,73,67,52,57,394,471,114,1549,1405,104,1513,114,240,88,175,76,0,17,23,40,45,28,0,17,0,17,337600,16458,469463400,43076502
09003460302,09,Connecticut,003,Hartford County,460302,1714,1677,39,1638,1583,73,76,94,70,373,450,80,1265,1133,85,1115,88,388,90,174,70,0,12,5,15,36,46,27,41,10,16,280100,9766,339707700,34717838
09003462101,09,Connecticut,003,Hartford County,462101,2511,2507,74,2389,2433,86,122,74,80,121,143,82,2268,2290,110,2330,173,177,92,0,17,0,17,0,17,0,17,0,17,0,17,343100,29891,891064700,103702185
09003462102,09,Connecticut,003,Hartford County,462102,1376,1414,42,1335,1334,55,41,80,57,59,43,32,1276,1291,64,1392,48,22,22,0,12,0,12,0,12,12,22,14,22,0,12,493800,53449,681355200,51322221
09003462201,09,Connecticut,003,Hartford County,462201,2174,2230,58,2075,2123,84,99,107,91,483,458,110,1592,1665,133,1727,139,291,126,212,89,0,17,0,17,54,53,0,17,0,17,339200,16896,605136400,82889095
09003462202,09,Connecticut,003,Hartford County,462202,1283,1264,40,1170,1216,56,113,48,54,378,336,70,792,880,82,908,94,46,35,310,90,0,12,6,16,21,28,10,16,0,12,458500,53807,558040700,99284832
09003464101,09,Connecticut,003,Hartford County,464101,2062,2072,101,1987,1921,107,75,151,96,140,148,90,1847,1773,117,1966,140,106,87,0,17,0,17,0,17,38,51,0,17,0,17,345400,16809,617921700,55288888
09003464102,09,Connecticut,003,Hartford County,464102,2277,2268,102,2163,2119,121,114,149,123,616,631,171,1547,1488,174,1479,182,661,210,128,69,0,17,0,17,22,25,0,17,0,17,250400,19715,438233000,65210286
09003466101,09,Connecticut,003,Hartford County,466101,1800,1853,64,1719,1790,78,81,63,46,165,231,85,1554,1559,112,1630,121,146,80,77,43,0,12,6,15,26,24,0,12,0,12,310500,18166,512366300,43622408
09003466102,09,Connecticut,003,Hartford County,466102,1854,1907,56,1798,1865,71,56,42,45,242,349,113,1556,1516,105,1613,111,139,66,155,89,0,17,17,32,73,48,24,35,0,17,328700,14865,498313300,41650017
09003466201,09,Connecticut,003,Hartford County,466201,946,1012,35,913,984,42,33,28,33,311,347,48,602,637,55,703,61,186,59,123,66,0,12,11,17,7,16,40,59,53,50,329200,13274,202742000,19491371
09003466202,09,Connecticut,003,Hartford County,466202,1657,1684,87,1609,1570,121,48,114,89,132,145,78,1477,1425,121,1621,91,37,31,26,23,0,12,0,12,11,21,10,15,0,12,375600,13584,605752200,62988615
09003466300,09,Connecticut,003,Hartford County,466300,1797,1866,54,1745,1729,97,52,137,86,279,265,78,1466,1464,94,1478,104,221,80,167,85,0,12,0,12,38,48,0,12,0,12,315100,14305,442852400,31343684
09003466400,09,Connecticut,003,Hartford County,466400,1069,1106,52,992,1059,66,77,47,47,234,216,63,758,843,70,889,83,181,66,36,50,0,12,27,43,25,24,0,12,0,12,248700,21267,343933400,60444251
09003468101,09,Connecticut,003,Hartford County,468101,2732,2838,94,2636,2560,106,96,278,116,150,90,75,2486,2470,111,2776,105,49,61,13,26,0,17,32,51,16,32,0,17,11,19,303500,26873,808929200,67950753
09003468102,09,Connecticut,003,Hartford County,468102,1628,1718,73,1558,1663,81,70,55,57,260,245,75,1298,1418,106,1504,118,185,76,29,28,0,12,0,12,9,18,0,12,0,12,266900,12482,370359600,29837939
09003470100,09,Connecticut,003,Hartford County,470100,2152,2146,95,2062,2132,97,90,14,24,322,481,122,1740,1651,121,1767,128,180,72,199,95,0,17,18,34,26,30,0,17,0,17,296000,19986,557848400,77806664
09003471100,09,Connecticut,003,Hartford County,471100,1359,1423,63,1312,1332,88,47,91,75,146,244,86,1166,1088,99,1260,92,112,66,51,51,0,12,8,18,9,18,0,12,14,25,150600,11465,173279400,21359241
09003471200,09,Connecticut,003,Hartford County,471200,1201,1187,63,1153,1083,102,48,104,87,223,218,110,930,865,139,812,140,277,100,98,89,0,12,27,44,0,12,17,29,0,12,146200,11767,118283000,22028135
09003471300,09,Connecticut,003,Hartford County,471300,2129,2070,88,1997,2016,92,132,54,57,772,830,139,1225,1186,163,1281,183,526,161,263,99,0,12,0,12,55,53,0,12,0,12,220600,10573,281502100,43776534
09003471400,09,Connecticut,003,Hartford County,471400,2734,2608,110,2582,2513,136,152,95,126,428,436,105,2154,2077,155,2147,163,109,60,352,113,0,17,0,17,51,50,0,17,0,17,288000,11871,614360200,55590177
09003471500,09,Connecticut,003,Hartford County,471500,1596,1519,100,1510,1519,100,86,0,12,651,665,109,859,854,114,876,113,314,113,329,85,0,12,0,12,8,17,0,12,0,12,208800,11403,176635100,27420755
09003473100,09,Connecticut,003,Hartford County,473100,2250,2296,72,2172,2100,115,78,196,120,106,120,85,2066,1980,135,2172,110,59,65,65,76,0,17,0,17,0,17,0,17,0,17,206100,15852,420902700,40714666
09003473400,09,Connecticut,003,Hartford County,473400,936,889,40,864,814,55,72,75,49,355,265,61,509,549,50,499,51,313,87,77,34,0,12,2,14,23,18,0,12,0,12,196400,7290,106665200,12733443
09003473501,09,Connecticut,003,Hartford County,473501,1787,1745,56,1683,1674,65,104,71,60,91,83,52,1592,1591,85,1677,97,68,56,0,12,0,12,0,12,9,18,0,12,0,12,278100,7967,477756300,44901701
09003473502,09,Connecticut,003,Hartford County,473502,1393,1356,41,1329,1232,77,64,124,81,158,143,73,1171,1089,89,1033,107,185,88,138,67,0,12,10,19,33,28,0,12,0,12,226600,17732,234262000,19296182
09003473601,09,Connecticut,003,Hartford County,473601,1362,1286,56,1311,1198,65,51,88,40,56,48,31,1255,1150,70,1226,88,14,21,46,32,0,12,13,22,52,46,0,12,0,12,242700,15445,261896600,24873640
09003473602,09,Connecticut,003,Hartford County,473602,1032,1001,49,970,983,55,62,18,28,553,511,67,417,472,53,510,66,358,91,133,66,0,12,9,18,10,11,0,12,0,12,214900,20855,96246000,11655816
09003473700,09,Connecticut,003,Hartford County,473700,2278,2236,100,2223,2151,121,55,85,92,477,517,163,1746,1634,158,1794,160,405,179,37,48,0,17,0,17,13,27,0,17,0,17,173100,10802,297760600,32774780
09003473800,09,Connecticut,003,Hartford County,473800,729,744,24,681,603,67,48,141,65,212,168,65,469,435,76,473,76,265,104,6,15,0,12,5,14,6,14,0,12,0,12,172000,16334,73868400,14227988
09003476100,09,Connecticut,003,Hartford County,476100,2008,2033,87,1906,1861,97,102,172,95,547,598,127,1359,1263,127,1565,172,218,94,221,86,29,40,21,30,12,22,35,55,0,12,185400,9491,266130500,35900191
09003476200,09,Connecticut,003,Hartford County,476200,1155,1153,59,1120,1128,61,35,25,38,120,128,68,1000,1000,82,1019,75,134,60,0,12,0,12,0,12,0,12,0,12,0,12,196100,8891,201015500,20074491
09003476300,09,Connecticut,003,Hartford County,476300,2266,2238,115,2197,2095,131,69,143,104,441,447,167,1756,1648,165,1703,149,336,143,199,98,0,17,54,53,35,42,0,17,0,17,190500,8856,467587600,224439937
09003477101,09,Connecticut,003,Hartford County,477101,1693,1623,69,1595,1501,71,98,122,60,244,211,55,1351,1290,80,1444,97,138,65,33,30,8,12,12,22,19,21,24,31,0,12,346000,24738,492491500,44484451
09003477102,09,Connecticut,003,Hartford County,477102,2551,2499,115,2418,2352,114,133,147,113,414,447,141,2004,1905,161,2238,205,142,83,119,60,0,17,105,84,16,29,0,17,0,17,252200,19165,520662300,63390740
09003477200,09,Connecticut,003,Hartford County,477200,1225,1160,60,1142,987,71,83,173,76,103,91,42,1039,896,78,1145,67,7,17,8,18,0,12,0,12,9,18,8,13,7,12,336700,28578,317827500,39290868
09003480300,09,Connecticut,003,Hartford County,480300,971,964,28,929,920,45,42,44,39,130,106,37,799,814,58,865,61,62,44,37,18,0,12,9,16,6,15,0,12,0,12,159600,5622,127384500,10710830
09003480400,09,Connecticut,003,Hartford County,480400,1468,1447,45,1441,1390,62,27,57,57,127,134,61,1314,1256,83,1330,64,64,55,53,29,0,12,0,12,0,12,29,44,0,12,195800,9248,243332400,20116446
09003480500,09,Connecticut,003,Hartford County,480500,1394,1402,38,1328,1289,77,66,113,66,286,255,86,1042,1034,101,1055,97,336,106,11,21,0,12,0,12,9,18,0,12,0,12,160700,6353,165561800,16260761
09003480600,09,Connecticut,003,Hartford County,480600,2283,2372,91,2066,2028,192,217,344,172,1677,1809,205,389,219,97,354,163,1542,320,476,128,0,12,90,74,17,30,0,12,0,12,189500,10555,,
09003480700,09,Connecticut,003,Hartford County,480700,911,851,44,859,807,56,52,44,40,393,369,68,466,438,53,549,68,237,66,61,40,0,12,20,20,10,16,16,21,0,12,193600,10350,110854700,25823762
09003480800,09,Connecticut,003,Hartford County,480800,2070,2003,65,1971,1848,114,99,155,105,468,371,94,1503,1477,119,1649,124,179,73,175,67,0,12,10,20,11,21,0,12,7,12,178000,8511,287826400,29726434
09003480900,09,Connecticut,003,Hartford County,480900,912,907,27,881,889,37,31,18,22,96,144,42,785,745,59,838,51,32,30,37,33,0,12,6,15,40,33,21,25,0,12,176700,9669,150082900,14336104
09003481000,09,Connecticut,003,Hartford County,481000,1306,1272,62,1275,1235,69,31,37,40,42,27,24,1233,1208,73,1237,65,26,27,9,18,0,12,0,12,18,30,0,12,0,12,238400,9010,373043100,119580717
09003481100,09,Connecticut,003,Hartford County,481100,1549,1529,43,1523,1512,47,26,17,19,181,198,76,1342,1314,93,1416,70,113,54,0,12,0,12,0,12,43,42,0,12,0,12,175400,6877,234141600,22429977
09003481200,09,Connecticut,003,Hartford County,481200,1733,1724,45,1663,1625,80,70,99,73,433,481,85,1230,1144,99,1220,99,204,91,300,84,0,12,0,12,41,28,0,12,0,12,181700,10512,207974500,19285679
09003481300,09,Connecticut,003,Hartford County,481300,1192,1183,35,1173,1117,57,19,66,53,81,123,75,1092,994,83,1112,92,48,50,0,12,23,36,32,43,9,18,0,12,0,12,179600,9290,186976900,18973264
09003484100,09,Connecticut,003,Hartford County,484100,2651,2606,179,2478,2416,203,173,190,128,847,812,159,1631,1604,215,1607,236,543,181,241,108,215,104,0,17,65,66,87,95,27,30,173900,21738,297406200,57086910
09003484200,09,Connecticut,003,Hartford County,484200,2394,2393,165,2272,2246,148,122,147,131,703,574,152,1569,1672,184,1742,212,317,127,334,158,0,17,19,34,0,17,0,17,0,17,236800,11604,404852600,54349785
09003487100,09,Connecticut,003,Hartford County,487100,2494,2522,70,2428,2327,138,66,195,135,106,113,90,2322,2214,170,2487,103,20,36,0,17,15,25,52,47,25,37,53,79,0,17,266300,15919,637833500,57806819
09003487201,09,Connecticut,003,Hartford County,487201,1791,1866,58,1705,1831,70,86,35,41,218,341,71,1487,1490,97,1527,91,157,82,151,76,31,34,0,12,20,25,0,12,0,12,278400,14228,424689600,34172391
09003487202,09,Connecticut,003,Hartford County,487202,1159,1181,39,1146,1181,39,13,0,12,6,11,17,1140,1170,42,1181,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,348600,11603,426268500,29276577
09003487300,09,Connecticut,003,Hartford County,487300,651,660,22,613,619,41,38,41,36,81,103,43,532,516,45,455,48,95,46,5,14,105,34,0,12,6,16,16,26,0,12,332500,36468,201196400,55942440
09003487400,09,Connecticut,003,Hartford County,487400,967,977,41,944,912,58,23,65,39,69,53,32,875,859,60,915,68,34,24,28,32,0,12,9,16,0,12,0,12,0,12,257800,8953,224524500,18620501
09003487500,09,Connecticut,003,Hartford County,487500,3181,3172,112,3082,2869,166,99,303,161,750,766,157,2332,2103,181,1847,212,655,205,670,180,0,17,0,17,14,29,15,24,14,22,240100,33193,499961700,40565948
09003490100,09,Connecticut,003,Hartford County,490100,2698,2713,117,2566,2543,152,132,170,129,992,1002,194,1574,1541,212,1245,204,762,210,706,201,0,17,0,17,42,50,0,17,0,17,204700,12677,287340600,43957859
09003490302,09,Connecticut,003,Hartford County,490302,3717,3632,168,3406,3408,156,311,224,145,1148,1322,163,2258,2086,168,2057,189,428,169,1147,233,0,17,17,32,47,44,0,17,0,17,318300,22225,699067800,69541063
09003492100,09,Connecticut,003,Hartford County,492100,1488,1424,63,1421,1369,81,67,55,58,339,382,103,1082,987,101,1030,115,366,119,28,23,0,12,19,25,18,21,8,13,0,12,249700,20121,267790500,34599581
09003492200,09,Connecticut,003,Hartford County,492200,1790,1776,51,1719,1635,87,71,141,82,425,391,88,1294,1244,95,1519,84,134,68,123,54,0,12,20,26,44,47,10,16,0,12,242300,6756,292659000,24376838
09003492300,09,Connecticut,003,Hartford County,492300,2745,2703,100,2578,2648,109,167,55,71,921,841,172,1657,1807,171,1742,178,532,151,429,138,0,17,103,87,15,30,0,17,0,17,189600,13304,344352300,36536500
09003492400,09,Connecticut,003,Hartford County,492400,1215,1154,39,1179,1131,50,36,23,37,55,43,31,1124,1088,53,1140,44,14,24,0,12,0,12,12,22,0,12,0,12,0,12,258800,12620,277142800,20810386
09003492500,09,Connecticut,003,Hartford County,492500,1443,1407,48,1405,1334,70,38,73,65,53,102,45,1352,1232,85,1345,69,56,41,6,15,0,12,0,12,18,24,0,12,0,12,270500,15410,359499700,39741816
09003492600,09,Connecticut,003,Hartford County,492600,2996,2912,86,2902,2703,135,94,209,120,574,800,129,2328,1903,137,2165,153,121,108,626,196,0,17,0,17,61,56,0,17,15,25,313300,16147,584406600,44928645
09003494100,09,Connecticut,003,Hartford County,494100,2804,2742,82,2717,2742,82,87,0,17,537,591,172,2180,2151,177,1824,195,452,169,466,153,0,17,35,45,18,33,15,24,0,17,201100,14705,436110100,35290177
09003494201,09,Connecticut,003,Hartford County,494201,1857,1817,59,1800,1817,59,57,0,12,328,392,88,1472,1425,86,1374,94,218,83,225,77,0,12,17,27,20,29,0,12,0,12,252900,10222,369290400,49332851
09003494202,09,Connecticut,003,Hartford County,494202,1193,1205,40,1160,1136,71,33,69,65,284,361,77,876,775,82,740,81,231,85,234,66,0,12,0,12,16,19,0,12,0,12,284800,17424,225605500,30751642
09003494300,09,Connecticut,003,Hartford County,494300,1619,1604,59,1572,1580,67,47,24,36,183,175,86,1389,1405,96,1429,106,175,67,0,12,0,12,18,30,18,24,0,12,0,12,223800,7025,366710000,92432596
09003494400,09,Connecticut,003,Hartford County,494400,2025,2026,66,1921,1990,77,104,36,41,419,565,108,1502,1425,138,1595,132,234,80,197,77,0,12,10,21,44,31,0,12,0,12,237800,7338,335937400,37308593
09003494500,09,Connecticut,003,Hartford County,494500,1901,1899,60,1830,1864,69,71,35,46,301,388,101,1529,1476,105,1464,84,316,121,119,85,0,12,139,97,47,45,0,12,0,12,219300,11668,312068200,30830525
09003494600,09,Connecticut,003,Hartford County,494600,1612,1567,47,1550,1488,70,62,79,54,294,327,90,1256,1161,97,1172,107,248,90,136,43,11,16,9,18,12,22,0,12,8,13,225400,13381,273645600,30161776
09003496100,09,Connecticut,003,Hartford County,496100,1121,1159,49,1073,1074,77,48,85,58,643,754,110,430,320,74,420,83,404,130,312,117,0,12,130,93,7,18,8,13,17,29,207500,17489,65749600,18528591
09003496200,09,Connecticut,003,Hartford County,496200,1924,1849,67,1847,1712,81,77,137,84,258,277,87,1589,1435,89,1530,89,54,47,254,89,0,12,32,41,11,20,0,12,0,12,234900,5595,353779300,40407084
09003496300,09,Connecticut,003,Hartford County,496300,1502,1527,46,1454,1463,71,48,64,54,307,235,64,1147,1228,80,1264,95,163,72,92,34,0,12,0,12,38,39,8,13,0,12,279300,9906,356276800,45228397
09003496400,09,Connecticut,003,Hartford County,496400,1166,1135,22,1136,1077,45,30,58,41,63,53,42,1073,1024,47,1081,29,15,21,39,27,0,12,11,22,0,12,0,12,0,12,347900,19789,394634400,58372683
09003496500,09,Connecticut,003,Hartford County,496500,1093,1085,34,1055,1085,34,38,0,12,220,277,71,835,808,67,816,67,114,75,155,82,0,12,0,12,0,12,0,12,0,12,432700,19367,336650500,30531088
09003496600,09,Connecticut,003,Hartford County,496600,1193,1161,26,1136,1132,48,57,29,44,37,74,51,1099,1058,59,1004,53,0,12,157,39,0,12,0,12,10,18,0,12,0,12,355600,17955,384661000,40650609
09003496700,09,Connecticut,003,Hartford County,496700,1701,1753,37,1631,1596,93,70,157,86,834,824,125,797,772,106,690,108,545,133,518,135,0,12,116,82,21,21,0,12,12,19,223700,8177,179136200,28804111
09003496800,09,Connecticut,003,Hartford County,496800,1416,1388,58,1349,1365,66,67,23,36,387,381,81,962,984,72,1082,87,222,91,76,54,8,12,5,16,9,19,0,12,0,12,208900,11971,213138500,33202448
09003496900,09,Connecticut,003,Hartford County,496900,3122,3069,89,2967,2840,165,155,229,145,1816,1610,232,1151,1230,172,1255,189,999,267,771,194,44,71,19,32,66,42,0,17,0,17,291800,24840,355970200,57200406
09003497000,09,Connecticut,003,Hartford County,497000,1598,1560,37,1557,1542,42,41,18,20,56,54,34,1501,1488,53,1467,56,18,18,75,35,0,12,0,12,14,23,0,12,0,12,375400,11791,586714100,29524525
09003497100,09,Connecticut,003,Hartford County,497100,2106,2056,42,1966,1872,106,140,184,108,1159,1116,135,807,756,118,491,99,687,136,869,155,0,12,17,23,23,25,0,12,0,12,259300,33310,208999000,30370722
09003497200,09,Connecticut,003,Hartford County,497200,757,745,23,724,706,36,33,39,27,196,217,41,528,489,38,528,44,3,14,198,47,16,19,0,12,0,12,0,12,0,12,374700,29094,212665400,28939852
09003497300,09,Connecticut,003,Hartford County,497300,1833,1742,59,1717,1639,80,116,103,62,218,198,65,1499,1441,79,1522,84,37,45,183,75,0,17,0,17,0,17,34,39,8,13,291900,7484,505112300,29459982
09003497400,09,Connecticut,003,Hartford County,497400,1509,1481,31,1477,1447,51,32,34,41,98,75,49,1379,1372,73,1408,61,35,30,38,49,0,12,9,18,18,22,0,12,0,12,382800,16908,558206900,52242100
09003497500,09,Connecticut,003,Hartford County,497500,1697,1670,36,1621,1577,67,76,93,55,471,530,89,1150,1047,86,1171,92,176,74,323,92,0,12,20,24,0,12,0,12,0,12,347700,15118,349754900,37746640
09003497600,09,Connecticut,003,Hartford County,497600,1015,999,26,974,933,49,41,66,45,204,161,43,770,772,60,820,50,122,43,57,36,0,12,0,12,5,14,16,25,0,12,349700,11771,265098500,19409601
09003497700,09,Connecticut,003,Hartford County,497700,1643,1608,36,1574,1580,55,69,28,43,182,226,56,1392,1354,72,1424,64,36,48,148,58,0,12,11,22,0,12,0,12,0,12,552300,34195,808686700,93036265
09003500100,09,Connecticut,003,Hartford County,500100,1493,1582,54,1330,1364,104,163,218,89,1158,1143,102,172,221,74,173,83,1111,187,298,97,0,12,95,44,31,28,81,64,0,12,158600,19251,,
09003500200,09,Connecticut,003,Hartford County,500200,955,956,36,753,806,57,202,150,56,642,652,70,111,154,53,90,41,604,107,262,72,0,12,94,50,49,28,9,15,0,12,165000,11918,45937000,24288224
09003500300,09,Connecticut,003,Hartford County,500300,1102,1135,47,968,980,79,134,155,67,885,916,88,83,64,43,82,46,516,121,537,132,0,12,18,26,35,30,19,18,0,12,95000,24348,,
09003500400,09,Connecticut,003,Hartford County,500400,709,776,34,627,678,50,82,98,38,598,648,54,29,30,26,50,31,564,87,162,49,0,12,2,13,29,27,21,23,0,12,,,,
09003500500,09,Connecticut,003,Hartford County,500500,794,782,32,730,744,43,64,38,32,691,709,47,39,35,24,8,12,101,55,673,90,0,12,59,50,18,20,0,12,0,12,157200,20408,,
09003500700,09,Connecticut,003,Hartford County,500700,0,15,25,0,15,25,0,0,12,0,15,25,0,0,12,0,12,15,28,0,12,0,12,0,12,0,12,0,12,0,12,,,,
09003500900,09,Connecticut,003,Hartford County,500900,791,891,39,740,840,50,51,51,31,679,779,57,61,61,28,75,38,467,94,349,83,0,12,50,36,36,26,26,29,0,12,206600,101758,,
09003501200,09,Connecticut,003,Hartford County,501200,1054,1149,39,837,935,78,217,214,59,735,819,83,102,116,47,212,63,599,100,338,95,0,12,38,34,32,25,24,19,0,12,112000,9576,14880000,9437647
09003501300,09,Connecticut,003,Hartford County,501300,737,668,43,592,509,62,145,159,52,521,440,68,71,69,33,67,39,496,91,105,43,0,12,31,28,9,15,34,29,0,12,105800,36434,,
09003501400,09,Connecticut,003,Hartford County,501400,1250,1288,60,1003,1059,112,247,229,82,851,905,114,152,154,79,88,58,884,160,316,99,0,12,68,49,0,12,64,47,0,12,,,,
09003501500,09,Connecticut,003,Hartford County,501500,1531,1610,56,1288,1331,82,243,279,85,988,992,105,300,339,90,427,104,981,158,202,92,0,12,72,52,0,12,16,25,0,12,155400,34841,48036000,15529866
09003501700,09,Connecticut,003,Hartford County,501700,534,584,18,407,473,47,127,111,41,364,431,57,43,42,32,50,30,415,96,119,52,0,12,38,37,35,28,59,30,0,12,206300,128407,,
09003501800,09,Connecticut,003,Hartford County,501800,1134,1228,48,899,1047,79,235,181,57,784,899,91,115,148,58,113,44,968,114,141,51,6,9,76,43,20,20,38,31,0,12,116700,42982,21428700,10265961
09003502100,09,Connecticut,003,Hartford County,502100,1478,1589,81,1146,1429,111,332,160,87,977,1226,118,169,203,59,25,26,171,97,1393,148,0,12,33,43,124,62,24,20,0,12,165800,20895,55289000,26583789
09003502300,09,Connecticut,003,Hartford County,502300,2082,2085,52,1977,1840,113,105,245,98,921,841,131,1056,999,107,1012,141,942,180,131,87,0,17,107,74,22,31,56,55,0,17,170300,12186,178074000,31488123
09003502400,09,Connecticut,003,Hartford County,502400,2281,2383,81,2089,2195,131,192,188,103,1650,1785,180,439,410,144,242,111,1801,299,340,156,0,17,112,97,178,115,0,17,0,17,161800,9772,66637000,23418345
09003502500,09,Connecticut,003,Hartford County,502500,798,884,42,722,815,56,76,69,34,545,630,68,177,185,56,156,56,503,106,225,67,0,12,72,59,18,20,4,6,11,17,180700,15740,35501000,11418201
09003502600,09,Connecticut,003,Hartford County,502600,1419,1454,63,1327,1394,84,92,60,58,902,956,122,425,438,106,224,83,1037,186,193,87,0,12,176,101,49,51,24,40,0,12,164500,45080,72955200,19465320
09003502700,09,Connecticut,003,Hartford County,502700,1592,1578,62,1389,1268,130,203,310,111,1258,1086,120,131,182,80,173,78,774,149,631,142,0,17,102,63,98,68,0,17,0,17,154900,21989,,
